U_OldCode;CardName;CardType;CardFName;Type;Series;GroupCode;CreditLimit;U_locktimeout;FederalTaxID;MailAddress;Outlet;Address;Delivery Route
A102.101;FOI GRILL & PASTA RESTAURANT;cCustomer;FOI GRILL & PASTA RESTAURANT;Restaurant;803;102;25000000;0;0.0000.00000.00000.;"FITSARIA SRAGEN 
 Jl. Ahmad Yani No.53, Kebayan 3, Sragen Tengah, Sragen";FITSARIA SRAGEN;"FITSARIA SRAGEN 
 Jl. Ahmad Yani No.53, Kebayan 3, Sragen Tengah, Sragen";
A101.022;GARDEN HOUSE;cCustomer;GARDEN HOUSE;Restaurant;803;102;1000000;0;0.0000.00000.00000.;Jl. Anggrek Raya BF 20 Solo Baru;FRUIT STORY;Jl. Anggrek Raya BF 20 Solo Baru;
A102.072;GARDEN RESTO NEW DE PARIS;cCustomer;GARDEN RESTO NEW DE PARIS;Restaurant;803;102;4000000;0;0.0000.00000.00000.;"Jl. R.M Said No. 149 Solo 
 Depan Apotek Padma Pasar Nongko";GAMON RESTO;"Jl. R.M Said No. 149 Solo 
 Depan Apotek Padma Pasar Nongko";
A102.108;GEROBAK PASTA;cCustomer;GEROBAK PASTA;Restaurant;803;102;1000000;0;0.0000.00000.00000.;Jl. Dr. Rajiman No.327, Panularan, Laweyan, Kota Surakarta, Jawa Tengah 57149;GARDEN RESTO SOLO;Jl. Dr. Rajiman No.327, Panularan, Laweyan, Kota Surakarta, Jawa Tengah 57149;
A102.109;GRANDIS RESTO (CV. JATI MAKMUR);cCustomer;CV. JATI MAKMUR;Restaurant;803;102;10000000;7;0.0000.00000.00000.;Jl. Viena Selatan Blok JB No. 37 Grogol Sukoharjo(Belakang Toyota Soba);GEDHEIN KOPI;Jl. Viena Selatan Blok JB No. 37 Grogol Sukoharjo(Belakang Toyota Soba);
A102.115;HUNGRY BEAR;cCustomer;HUNGRY BEAR;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Hotel GRAND MEGA RESORTJln. TAMBAK ROWO NO.27CEPU;GRAND MEGA;Hotel GRAND MEGA RESORTJln. TAMBAK ROWO NO.27CEPU;
A114.023;GRINGO'S CAFE;cCustomer;GRINGO'S CAFE;Restaurant;803;102;0;28;0.0000.00000.00000.;Jl. Gajahmada No. 29Solo;GRAND ORCHID;Jl. Gajahmada No. 29Solo;
A102.323;GUDEG MBAK YUS;cCustomer;GUDEG MBAK YUS;Restaurant;803;102;1000000;30;0.0000.00000.00000.;Jl. Viena Utama JA 44 Dusun I Madegondo Grogol Sukoharjo;GRASS INN / LE VERRE;Jl. Viena Utama JA 44 Dusun I Madegondo Grogol Sukoharjo;
A114.024;GULA BATU;cCustomer;GULA BATU;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Kenanga No.33, Solo, Purwosari, Laweyan, Kota Surakarta, Jawa Tengah (PLAYGROUND BADRAN);GRILL US;Jl. Kenanga No.33, Solo, Purwosari, Laweyan, Kota Surakarta, Jawa Tengah (PLAYGROUND BADRAN);
A102.111;HAILAI RESTAURANT;cCustomer;HAILAI RESTAURANT;Restaurant;803;102;300000;30;0.0000.00000.00000.;Jl. Tejonoto 3 No. 3, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Gudeg Mbak Yus;Jl. Tejonoto 3 No. 3, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;
A102.113;HALLO SOLO RESTO;cCustomer;HALLO SOLO RESTO;Restaurant;803;102;2000000;7;0.0000.00000.00000.;JL.DR SOEPOMO 59.TURISARISURAKARTA;GULA BATU;JL.DR SOEPOMO 59.TURISARISURAKARTA;
A106.001;HAPPY TUTI;cCustomer;HAPPY TUTI;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;GUN FROZEN FOOD;SOLO;
A102.014;HAPPY TUTI;cCustomer;HAPPY TUTI;Restaurant;803;102;5000000;28;0.0000.00000.00000.;Jl. Adi Sucipto No.146Solo;HAILAI;Jl. Adi Sucipto No.146Solo;
A102.117;HELLO COW;cCustomer;HELLO COW;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Slamet Riyadi No. 180 KabalanNgadirejo Kec. Kartasura Kab. SukoharjoJawa Tengah;HEIKA KOPI KARTASURA;Jl. Slamet Riyadi No. 180 KabalanNgadirejo Kec. Kartasura Kab. SukoharjoJawa Tengah;
A102.012;HIKARU DINING SOLO;cCustomer;HIKARU DINING SOLO;Restaurant;803;102;10000000;30;0.0000.00000.00000.;Jl. Jendral Sudirman No. 202 Bendosari Sukoharjo;HEIKA KOPI SUKOHARJO;Jl. Jendral Sudirman No. 202 Bendosari Sukoharjo;
A102.013;HOB (EX. SCORE BAR);cCustomer;HOB (EX. SCORE BAR);Restaurant;803;102;50000000;7;0.0000.00000.00000.;JALAN SLAMET RIYADI;HELLO COW;JALAN SLAMET RIYADI;
A102.112;HOME CAFE & RESTAURANT;cCustomer;HOME CAFE & RESTAURANT;Restaurant;803;102;8000000;7;0.0000.00000.00000.;Jl. Dr. Muwardi, ManahanSolo;HELLO SOLO;Jl. Dr. Muwardi, ManahanSolo;
A114.029;HONKY TONK PIZZABAR;cCustomer;HONKY TONK PIZZABAR;Restaurant;803;102;5000000;0;0.0000.00000.00000.;HARTONO MALL SOLO(GROUND FLOOR)JL. IR SOEKARNO, SOLO BARU, MADEGONDOSUKOHARJO - JAWA TENGAH;HIKARU DINING SOLO;HARTONO MALL SOLO(GROUND FLOOR)JL. IR SOEKARNO, SOLO BARU, MADEGONDOSUKOHARJO - JAWA TENGAH;
A101.02;HOTEL GRAND MEGA RESORT;cCustomer;HOTEL GRAND MEGA RESORT;Restaurant;803;102;300000;14;0.0000.00000.00000.;THE PARK MALL (SAMPING SCORE BAR)GF 26-27JLN. IR. SOEKARNO, GROGOL SUKOHARJO;HOB;THE PARK MALL (SAMPING SCORE BAR)GF 26-27JLN. IR. SOEKARNO, GROGOL SUKOHARJO;
A102.114;HOUSE OF BEER;cCustomer;HOUSE OF BEER;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JL. IR SUTAMI NO 46 ( GEDUNG GRAVISTA LT.1) SEKARPACE, JEBRES , KOTA SURAKARTA;HONKY TONK PIZZABAR;JL. IR SUTAMI NO 46 ( GEDUNG GRAVISTA LT.1) SEKARPACE, JEBRES , KOTA SURAKARTA;
A102.116;HUNGRY BEAR (WIDURAN);cCustomer;HUNGRY BEAR (WIDURAN);Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Brigjend Slamet Riyadi No.125, Serengan, Surakarta;Hotel KOTA (NANDA);Jl. Brigjend Slamet Riyadi No.125, Serengan, Surakarta;
A114.031;IEKE COFFE GELLATO;cCustomer;IEKE COFFE GELLATO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;IBU UTAMI;SOLO;
A102.12;IN CONTRO RESTAURANT (PT. CIPTA REJEKI BERSAMA);cCustomer;PT. CIPTA REJEKI BERSAMA;Restaurant;803;102;5000000;7;0.0000.00000.00000.;"JL. YOS.SUDARSO NO. 197 
 SOLO";IEKE COFFE GELLATO;"JL. YOS.SUDARSO NO. 197 
 SOLO";
A102.124;ISTANBUL KEBAB TURKI;cCustomer;ISTANBUL KEBAB TURKI;Restaurant;803;102;1000000;0;0.0000.00000.00000.;Jalan Adisucipto 109ColomaduSurakarta 57171;IHS;Jalan Adisucipto 109ColomaduSurakarta 57171;
A102.125;INSHOKU IKI RESTO;cCustomer;INSHOKU IKI RESTO;Restaurant;803;102;20000000;0;0.0000.00000.00000.;"Jl. Raya Solo Baru No. 20 
 Solo";ILALANG;"Jl. Raya Solo Baru No. 20 
 Solo";
A102.118;INTRO LOUNGE AND RESTO;cCustomer;INTRO LOUNGE AND RESTO;Restaurant;803;102;300000;30;0.0000.00000.00000.;Jl. Kebangkitan Nasional No.33, Sriwedari, Kec. Laweyan, Kota Surakarta;INDOCOW MEATSHOP;Jl. Kebangkitan Nasional No.33, Sriwedari, Kec. Laweyan, Kota Surakarta;
A102.307;INUL VISTA SOLO (CV. SAPTA BHARATA PRIMA);cCustomer;CV. SAPTA BHARATA PRIMA;Restaurant;803;102;3000000;7;0.0000.00000.00000.;JL.ALTERNATIF LAWU DAWUHAN TAWANGMANGU KARANGANYAR;INSHOKU IKI RESTO;JL.ALTERNATIF LAWU DAWUHAN TAWANGMANGU KARANGANYAR;
A102.121;ITALIAN DELIGHT PIZZA;cCustomer;ITALIAN DELIGHT PIZZA;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"Mezzanine 3rd Floor 
 Solo Grand Mall, Jl. Slamet Riyadi 273 
 SOLO";INTRO;"Mezzanine 3rd Floor 
 Solo Grand Mall, Jl. Slamet Riyadi 273 
 SOLO";
A113.001;JAVA TERRACE KITCHEN & BAR (FoC);cCustomer;JAVA TERRACE KITCHEN & BAR (FoC);Restaurant;803;102;0;0;0.0000.00000.00000.;Jl. Dr. Rajiman No.627, Pajang Laweyan Surakarta;ISTANBUL KEBAB;Jl. Dr. Rajiman No.627, Pajang Laweyan Surakarta;
A102.275;JAVA TERRACE KITCHEN & BAR (PT. CIPTA PROPERTI AGUNG);cCustomer;PT. CIPTA PROPERTI AGUNG;Restaurant;803;102;60000000;14;0.0000.00000.00000.;Jl. Adi Sucipto, Jajar, Laweyan, Kota Surakarta, Jawa Tengah 57144, Indonesia;ITALIAN DELIGHT PIZZA;Jl. Adi Sucipto, Jajar, Laweyan, Kota Surakarta, Jawa Tengah 57144, Indonesia;
A101.072;JEJU AYCE;cCustomer;JEJU AYCE;Restaurant;803;102;1000000;14;0.0000.00000.00000.;Kampung Banjarsari RT. 01/ 04Kedung Ampel CawasKlaten;Jaka Meatshop;Kampung Banjarsari RT. 01/ 04Kedung Ampel CawasKlaten;
A102.09;DOBUTZO RESTAURANT;cCustomer;DOBUTZO RESTAURANT;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Honggowongso No. 98Solo;java;Jl. Honggowongso No. 98Solo;
A102.309;JOY BAKERY;cCustomer;JOY BAKERY;Restaurant;803;102;1000000;14;31.588.178.9-526.000;Jl. Slamet Riyadi No. 464 Purwosari, Laweyan, Surakarta, Jawa Tengah;JAVA TERRACE KITCHEN & BAR;Jl. Slamet Riyadi No. 464 Purwosari, Laweyan, Surakarta, Jawa Tengah;
A113.004;JEJU AYCE (FoC);cCustomer;JEJU AYCE (FoC);Restaurant;803;102;0;30;0.0000.00000.00000.;Jl Slamet Riyadi no 464 Purwosari Laweyan Surakarta, Surakarta, Jawa Tengah;JAVA TERRACE KITCHEN & BAR (FoC);Jl Slamet Riyadi no 464 Purwosari Laweyan Surakarta, Surakarta, Jawa Tengah;
A102.135;KAKKOII RESTO;cCustomer;KAKKOII RESTO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Moh. Husni Thamrin No.7, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57143;Jeju Ayce;Jl. Moh. Husni Thamrin No.7, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57143;
A102.141;KAMI BURGER;cCustomer;KAMI BURGER;Restaurant;803;102;500000;0;0.0000.00000.00000.;Jl. Yosodipuro No.113, Mangkubumen, Banjarsari, Kota Surakarta, Jawa Tengah;JOY BAKERY;Jl. Yosodipuro No.113, Mangkubumen, Banjarsari, Kota Surakarta, Jawa Tengah;
A102.016;KAMPUNG CAHAYA;cCustomer;KAMPUNG CAHAYA;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Adi Sucipto No.99, Jajar, Laweyan, Kota Surakarta;KAKKOII RESTO;Jl. Adi Sucipto No.99, Jajar, Laweyan, Kota Surakarta;
A102.133;KAMPUNG CAHAYA RESTAURAN;cCustomer;KAMPUNG CAHAYA RESTAURAN;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JALAN ABDUL RAHMAN SHALEH STABELAN SURAKARTA (BEKAS PIPILLINE);KAMAYANGAN COFFE;JALAN ABDUL RAHMAN SHALEH STABELAN SURAKARTA (BEKAS PIPILLINE);
A102.139;KEBAB TURKI;cCustomer;KEBAB TURKI;Restaurant;803;102;1000000;14;0.0000.00000.00000.;"JLN. DR SUTOMO NO 24 SRIWEDARI 
 LAWEYAN SOLO";KARONSSIH RESTO;"JLN. DR SUTOMO NO 24 SRIWEDARI 
 LAWEYAN SOLO";
A102.136;KEDAI ABDULLAH;cCustomer;KEDAI ABDULLAH;Restaurant;803;102;500000;0;0.0000.00000.00000.;JL.KEBANGKITAN NASIONAL NO 45;KARYAWAN INDOGUNA;JL.KEBANGKITAN NASIONAL NO 45;
A102.138;KENEE GRILL & SUKI;cCustomer;KENEE GRILL & SUKI;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JL. R.M Said No. 93Solo;KEDAI KOPI;JL. R.M Said No. 93Solo;
A102.131;KEDAI PASTA D'PUTU BUMBUNG;cCustomer;KEDAI PASTA D'PUTU BUMBUNG;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Jalan Brigjend Slamet Riyadi, Solo Square, Bengawan Solo Food Court, Laweyan, Pajang, Solo, Jawa Tengah;KEDAI KOPI MATARAM;Jalan Brigjend Slamet Riyadi, Solo Square, Bengawan Solo Food Court, Laweyan, Pajang, Solo, Jawa Tengah;
A102.129;KIMCHI RESTAURANT;cCustomer;KIMCHI RESTAURANT;Restaurant;803;102;2000000;0;0.0000.00000.00000.;JLN. PUNTODEWO NO.4 , KUDU, BAKI, SUKOHARJO (BELAKANG KANTOR KECAMATAN BAKI);KERIPIK PARU SARI ROSO;JLN. PUNTODEWO NO.4 , KUDU, BAKI, SUKOHARJO (BELAKANG KANTOR KECAMATAN BAKI);
A102.137;KIMUKATSU (PT. BOGA MAKMUR DINASTI);cCustomer;PT. BOGA MAKMUR DINASTI;Restaurant;803;102;10000000;0;0.0000.00000.00000.;"Jln Diponegoro Cluster Diponegoro No. A6 
 Dusun III Madegondo Grogol Sukoharjo";KEVIN;"Jln Diponegoro Cluster Diponegoro No. A6 
 Dusun III Madegondo Grogol Sukoharjo";
A102.14;KLASSIKO BAKERY (YUDHISTIRA);cCustomer;KLASSIKO BAKERY (YUDHISTIRA);Restaurant;803;102;1000000;7;0.0000.00000.00000.;JL. SIWALAN NO 17 RT02 RW14 , KERTEN , LAWWEYAN , SURAKARTA;KHAS COFFE;JL. SIWALAN NO 17 RT02 RW14 , KERTEN , LAWWEYAN , SURAKARTA;
A102.142;KOCHAMJJANG;cCustomer;KOCHAMJJANG;Restaurant;803;102;1000000;0;0.0000.00000.00000.;JL. Teuku Umar No.12, Keprabon, Banjarsari;KHENG HOUSE;JL. Teuku Umar No.12, Keprabon, Banjarsari;
A102.311;KEDAI SARANG BAKERY;cCustomer;KEDAI SARANG BAKERY;Restaurant;803;102;20000000;7;0.0000.00000.00000.;Jl. Imam Bonjol No.52 Kp.Baru Pasar KliwonSurakarta.;KOPI NDOMBLONG;Jl. Imam Bonjol No.52 Kp.Baru Pasar KliwonSurakarta.;
A102.128;K PATATS SOLO;cCustomer;K PATATS SOLO;Restaurant;803;102;300000;0;0.0000.00000.00000.;JL. Dr Radjiman No. 441, Bumi, LaweyanSurakarta;KOPI NGELAK;JL. Dr Radjiman No. 441, Bumi, LaweyanSurakarta;
A102.059;BOSSGRILL AND BBQ;cCustomer;BOSSGRILL AND BBQ;Restaurant;803;102;1000000;0;0.0000.00000.00000.;"PERUM. SONGGOLANGIT 
 JL. EMPU PANULUH NO.7 
 SOLO";KUE BLONJO;"PERUM. SONGGOLANGIT 
 JL. EMPU PANULUH NO.7 
 SOLO";
A102.147;LA CASETTA;cCustomer;LA CASETTA;Restaurant;803;102;5000000;14;0.0000.00000.00000.;OMAH SINTENJl. Diponegoro Keprabon Kec. Banjarsari Kota Surakarta Jawa Tengah;KULONUWUN KOPI;OMAH SINTENJl. Diponegoro Keprabon Kec. Banjarsari Kota Surakarta Jawa Tengah;
A102.15;LA MEXICANA;cCustomer;LA MEXICANA;Restaurant;803;102;5000000;28;03.293.269.1-514.000;Jl. Raya Cepu - Randublatung No.Km. 2, Joho, Mulyorejo, Kec. Cepu, Kabupaten Blora;KYRIAD ARRA Hotel;Jl. Raya Cepu - Randublatung No.Km. 2, Joho, Mulyorejo, Kec. Cepu, Kabupaten Blora;
A102.145;LA TAVERNA RESTO;cCustomer;LA TAVERNA RESTO;Restaurant;803;102;2000000;7;0.0000.00000.00000.;Jl. Arifin No. 89, kepatihan wetan, jebres, surakarta;LA JAVA KEPATIHAN;Jl. Arifin No. 89, kepatihan wetan, jebres, surakarta;
A102.144;LARISKA RESTO;cCustomer;LARISKA RESTO;Restaurant;803;102;0;7;0.0000.00000.00000.;Jl. Ir. Soekarno 3, Dusun I, Madegondo, Kec. Grogol,;LA JAVA SOBA;Jl. Ir. Soekarno 3, Dusun I, Madegondo, Kec. Grogol,;
A102.017;LAVA BAR AND KITCHEN (CV. DASA JAYA PERKASA);cCustomer;CV. DASA JAYA PERKASA;Restaurant;803;102;10000000;30;0.0000.00000.00000.;Jl tentara pelajar no.156 bolon colomadu karanganyar;LA MEXICANA;Jl tentara pelajar no.156 bolon colomadu karanganyar;
A106.009;LAZY COW;cCustomer;LAZY COW;Restaurant;803;102;15000000;0;0.0000.00000.00000.;JL. SIWALAN NO 55 KERTEN SOLO;LA TAVERNA RESTO;JL. SIWALAN NO 55 KERTEN SOLO;
A102.149;LEVEL ONE SOLO;cCustomer;LEVEL ONE SOLO;Restaurant;803;102;20000000;0;0.0000.00000.00000.;Jl. Dr. Rajiman No.527, Pajang, Laweyan, Surakarta;LAWEYAN BLUE MBAH BEI;Jl. Dr. Rajiman No.527, Pajang, Laweyan, Surakarta;
A102.146;LIBERICA CAFE ALILA;cCustomer;LIBERICA CAFE ALILA;Restaurant;803;102;2000000;7;0.0000.00000.00000.;Kramat Kalisoro Tawangmangu Karanganyar;LAWU BREAK;Kramat Kalisoro Tawangmangu Karanganyar;
A114.048;LIBERICA COFFEE (PT. LIBERICA);cCustomer;PT. LIBERICA;Restaurant;803;102;2000000;7;0.0000.00000.00000.;Jl. Slamet Riyadi (Timur Mc. Donald)Surakarta;Lazy Cow;Jl. Slamet Riyadi (Timur Mc. Donald)Surakarta;
A102.143;LILY BISTRO;cCustomer;LILY BISTRO;Restaurant;803;102;300000;0;0.0000.00000.00000.;JALAN KEBANGKITAN NASIONAL , SURAKARTA .;LEGACY;JALAN KEBANGKITAN NASIONAL , SURAKARTA .;
A114.049;LIVING ROOM CAFE TRANSMART;cCustomer;LIVING ROOM CAFE TRANSMART;Restaurant;803;102;1500000;7;0.0000.00000.00000.;Jl. Dr. Cipto Mangunkusumo No.3, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;LEVEL ONE SOLO;Jl. Dr. Cipto Mangunkusumo No.3, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;
A102.166;MABAR & LAVINE MANAHAN;cCustomer;MABAR & LAVINE MANAHAN;Restaurant;803;102;2500000;14;0.0000.00000.00000.;"Jl. RM. Said No. 257 
 Solo";LILY;"Jl. RM. Said No. 257 
 Solo";
A102.159;MADAM XIANG;cCustomer;MADAM XIANG;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Komplek Trans Mart MallPabelan Solo;LIVING ROOM CAFE;Komplek Trans Mart MallPabelan Solo;
A114.058;MAKALU COFFE;cCustomer;MAKALU COFFE;Restaurant;803;102;1000000;7;0.0000.00000.00000.;JALAN GATOT SUBROTO NO.51SEBELAH KURNIA MUSIK(ALAT TULIS SEBRANG KURNIA MUSIK);MADAM XIANG;JALAN GATOT SUBROTO NO.51SEBELAH KURNIA MUSIK(ALAT TULIS SEBRANG KURNIA MUSIK);
A102.155;MARY ANNE'S RESTAURANT SOLO;cCustomer;MARY ANNE'S RESTAURANT SOLO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jalan Untung Suropati No.76, Kedung Lumbu, Pasar Kliwon, Surakarta, Pasar Kliwon, Surakarta City, Central Java 57113, Indonesia;MARAKEZ;Jalan Untung Suropati No.76, Kedung Lumbu, Pasar Kliwon, Surakarta, Pasar Kliwon, Surakarta City, Central Java 57113, Indonesia;
A102.164;MASTER CHEESE PIZZA;cCustomer;MASTER CHEESE PIZZA;Restaurant;803;102;10000000;28;0.0000.00000.00000.;JALAN KEBANGKITAN NASIONAL NO 45;MARKETING SOLO;JALAN KEBANGKITAN NASIONAL NO 45;
A102.156;MAZROONEY CORNER;cCustomer;MAZROONEY CORNER;Restaurant;803;102;10000000;30;0.0000.00000.00000.;Perum Queen Garden Blok IV No H23, Sukoharjo, Jawa Tengah;MARTHA FOOD;Perum Queen Garden Blok IV No H23, Sukoharjo, Jawa Tengah;
A102.192;PANDAN LEAF BAKERY CAKE;cCustomer;PANDAN LEAF BAKERY CAKE;Restaurant;803;102;300000;14;0.0000.00000.00000.;"JLN. YOS SUDARSO NO.376 
 SOLO";MARVIN;"JLN. YOS SUDARSO NO.376 
 SOLO";
A114.057;MBAH MAN TAWANGMANGU;cCustomer;MBAH MAN TAWANGMANGU;Restaurant;803;102;1000000;7;0.0000.00000.00000.;JLN. KEBANGKITAN NASIONAL NO.54PENUMPING, SOLO (SELATAN STADION SRIWEDARI);MARY ANNE'S Restaurant SOLO;JLN. KEBANGKITAN NASIONAL NO.54PENUMPING, SOLO (SELATAN STADION SRIWEDARI);
A102.134;KAMPOENG BAROE;cCustomer;KAMPOENG BAROE;Restaurant;803;102;1000000;14;92.496.659.1-526.000;Jl. Lawu No.1c, Perum Subur Makmur, RT.01/RW.25, Sumbermakmur, Ngringo, Kec. Jaten, Kabupaten Karanganyar,;MBAK NINIS;Jl. Lawu No.1c, Perum Subur Makmur, RT.01/RW.25, Sumbermakmur, Ngringo, Kec. Jaten, Kabupaten Karanganyar,;
A102.153;MELLY GLOW KTV (PT. MITRA INTI CIPTA PERKASA);cCustomer;PT. MITRA INTI CIPTA PERKASA;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;MBK.YANIK;SOLO;
A102.327;MENUR RESTO;cCustomer;MENUR RESTO;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"JLN. R.M SAID NO 49 TOTOGAN 
 MANGKUNEGARAN";MBOK MARNI;"JLN. R.M SAID NO 49 TOTOGAN 
 MANGKUNEGARAN";
A115.016;MERCANT (APPA YA);cCustomer;MERCANT (APPA YA);Restaurant;803;102;2000000;0;0.0000.00000.00000.;"JL SUNGAI PALU NO.9 
 KAMPUNG SEWU JEBRES 
 SOLO";MEAT &GROCERIES SOLO;"JL SUNGAI PALU NO.9 
 KAMPUNG SEWU JEBRES 
 SOLO";
A115.015;MISS PHILO;cCustomer;MISS PHILO;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Anggur V No.4, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Menur Resto;Jl. Anggur V No.4, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;
A102.17;NIHON TEI RESTAURANT;cCustomer;NIHON TEI RESTAURANT;Restaurant;803;102;1000000;0;0.0000.00000.00000.;MERAPI RESTOJL. MERAPI GAYAM 0272325887;MERAPI RESTO KLATEN;MERAPI RESTOJL. MERAPI GAYAM 0272325887;
A102.321;MIX GREEN;cCustomer;MIX GREEN;Restaurant;803;102;1000000;0;0.0000.00000.00000.;"JALAN KARTIKA UNS 
 FREMILT TEA (BAGIAN DAPUR)";MERCAN (APPA YA);"JALAN KARTIKA UNS 
 FREMILT TEA (BAGIAN DAPUR)";
A102.165;MOJU MOJU;cCustomer;MOJU MOJU;Restaurant;803;102;5000000;35;0.0000.00000.00000.;"Jl. HONGGO WONGSO NO.55 
 SOLO (DEPAN NOVOTEL SOLO)";MILKY;"Jl. HONGGO WONGSO NO.55 
 SOLO (DEPAN NOVOTEL SOLO)";
A102.305;MOMITA KITCHEN;cCustomer;MOMITA KITCHEN;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Hos. Cokroaminoto No.3, Kabupaten, Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57413, Indonesia;MISS PHILO;Jl. Hos. Cokroaminoto No.3, Kabupaten, Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57413, Indonesia;
A102.161;MOM PIZZA;cCustomer;MOM PIZZA;Restaurant;803;102;1000000;30;0.0000.00000.00000.;Jl. Kolonel Sutarto No.12, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah;MIX GREEN;Jl. Kolonel Sutarto No.12, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah;
A115.014;MUMU;cCustomer;MUMU;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;MOM PIZZA;SOLO;
A114.061;NAMU COFFEE & EATERY SOLO;cCustomer;NAMU COFFEE & EATERY SOLO;Restaurant;803;102;1000000;0;0.0000.00000.00000.;JL.DANU KUSUMAN RT 2/ RW 1GG.UTARA - PASAR GEMBLEKAN SOLO;MR.GEORGE;JL.DANU KUSUMAN RT 2/ RW 1GG.UTARA - PASAR GEMBLEKAN SOLO;
A102.174;NAKAMA;cCustomer;NAKAMA;Restaurant;803;102;1000000;30;0.0000.00000.00000.;Jl. Brigjend Katamso 173, Mojosongo - Surakarta ( GRHA TA Media Group );MRCL;Jl. Brigjend Katamso 173, Mojosongo - Surakarta ( GRHA TA Media Group );
A115.04;NANCY;cCustomer;NANCY;Restaurant;803;102;300000;0;0.0000.00000.00000.;SAMPING GRAND MALL;mumu;SAMPING GRAND MALL;
A114.06;NATAHATI COFFE (PT. RUANG TEDUH INDONESIA);cCustomer;PT. RUANG TEDUH INDONESIA;Restaurant;803;102;10000000;14;31.719.531.1-532.000;The Park Mall, Jalan Ir. Soekarno, The Park Lantai GSolo;MY KOPI-O SOLO;The Park Mall, Jalan Ir. Soekarno, The Park Lantai GSolo;
A102.313;NAV KARAOKE SOLO 2 (PT. NAV JAYA MANDIRI);cCustomer;PT. NAV JAYA MANDIRI;Restaurant;803;102;300000;0;0.0000.00000.00000.;Jl. R.M Said No.134;NAKAMA;Jl. R.M Said No.134;
A106.017;NAYARA BEEF AND FROZEN FOOD;cCustomer;NAYARA BEEF AND FROZEN FOOD;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Jl. Kantil Kaliwingko No.19, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo;NAMU COFFEE;Jl. Kantil Kaliwingko No.19, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo;
A102.172;NDORO DONGKER;cCustomer;NDORO DONGKER;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"Jl. Ir. Juanda No. 138 
 Sorogenen - Solo";NANCY;"Jl. Ir. Juanda No. 138 
 Sorogenen - Solo";
A102.168;NIAGARA SUSHI PARAGON;cCustomer;NIAGARA SUSHI PARAGON;Restaurant;803;102;3000000;0;0.0000.00000.00000.;Jl. Gotong Royong No. 3 Jagalan Surakarta;NAYARA BEEF AND FROZEN FOOD;Jl. Gotong Royong No. 3 Jagalan Surakarta;
A102.171;NICE SPICE;cCustomer;NICE SPICE;Restaurant;803;102;10000000;0;0.0000.00000.00000.;Jl. Karangpandan-Ngargoyoso, Kemuning, Puntukrejo, Ngargoyoso,;NDORO DONGKER;Jl. Karangpandan-Ngargoyoso, Kemuning, Puntukrejo, Ngargoyoso,;
A102.173;NOTABENE BISTRO;cCustomer;NOTABENE BISTRO;Restaurant;803;102;2000000;14;0.0000.00000.00000.;"HARTONO MALL 
 SOLO BARU 
 LOBY DEPAN";NIAGARA SUSHI HARTONO MALL;"HARTONO MALL 
 SOLO BARU 
 LOBY DEPAN";
